YEAR,cropname,Yield,Location,ALLSKY_SFC_SW_DWN,CLOUD_AMT,CLRSKY_SFC_SW_DWN,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,T2M_MAX,T2M_RANGE,WS50M,WSC,NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),ANNUAL RAINFALL (Millimeters)
2002,Castor,0,Khammam,19.06,57.16,22.85,0,659.18,99.41,14.16,48.05,36.28,4.95,4.95,66.36,108.74,26.08,42.75,7.56,12.39,825
2003,Castor,0.4,Khammam,18.48,61.4,22.98,0,743.55,99.41,14.47,46.87,33.78,4.91,4.91,65.25,111.23,25.13,42.84,9.62,16.4,1181
2004,Castor,0.5,Khammam,18.94,54.33,22.94,0,643.36,99.45,14.47,45.48,32.9,4.83,4.83,62.96,109.42,26.31,45.73,10.73,18.66,1050
2005,Castor,0,Khammam,18.23,62.05,22.74,5.27,1075.78,99.4,14.95,46.38,35.26,4.75,4.75,66.46,145.85,25.67,56.32,7.87,17.28,1437
2006,Castor,0,Khammam,18.6,57.92,22.75,5.27,1049.41,99.44,15.08,44.83,33.98,4.39,4.39,61.98,137.12,28.93,64,9.1,20.12,1202
2007,Castor,0,Khammam,18.68,56.46,22.63,0,870.12,99.38,14.77,46.44,34.82,4.7,4.7,60.24,154.98,26.05,67.01,13.71,35.26,1144
2008,Castor,0,Khammam,18.44,55.6,22.46,5.27,1017.77,99.37,14.59,45.63,33.48,4.44,4.44,54.39,148.5,27.76,75.79,17.86,48.76,1444
2009,Castor,0,Khammam,18.98,54.62,22.49,0,711.91,99.37,14.53,46.42,33.7,4.52,4.52,58.05,163.59,26.1,73.56,15.85,44.66,700
2010,Castor,0,Khammam,17.67,62.75,22.51,5.27,1070.51,99.35,15.44,45.98,35.67,4.66,4.66,60.13,188.98,25.84,81.2,14.03,44.08,1662.6
2011,Castor,0,Khammam,19,52.95,22.46,0,511.52,99.36,14.22,45.26,34.95,4.77,4.77,61.79,165.14,30.35,81.12,7.86,21,868.4
2012,Castor,0,Khammam,18.28,57.88,22.42,0,822.66,99.35,14.22,46.25,35.91,4.82,4.82,71.9,157.25,21.62,47.29,6.48,14.16,1521.1
2013,Castor,0,Khammam,17.85,59.15,22.29,5.27,1149.61,99.38,14.89,47.51,36.08,4.95,4.95,71.57,167.95,22.15,51.99,6.28,14.74,1503.2
2014,Castor,0,Khammam,18.11,59.03,22.08,0,595.9,99.47,14.04,45.1,32.23,4.65,4.65,69.68,189.07,21.68,58.83,8.64,23.45,819.6
2015,Castor,0,Khammam,18.44,57.45,22.12,0,516.8,99.52,14.1,48.05,36.1,4.62,4.62,61.06,219.55,28.63,102.95,10.31,37.05,997.1
1990,Linseed,0,Khammam,18.13,68.1,22.89,0,896.48,99.38,14.89,45.9,32.36,5.21,5.21,66.94,82.8,27.34,33.82,5.72,7.07,1602
1991,Linseed,0,Khammam,17.89,64.61,22.65,0,885.94,99.39,14.65,47.51,35.64,5.1,5.1,68.94,83.12,25.46,30.7,5.59,6.74,1156
1992,Linseed,0,Khammam,18.65,55.73,22.3,0,785.74,99.44,13.92,46.01,35.23,4.8,4.8,69.91,94.24,25.79,34.76,4.3,5.8,1014
1993,Linseed,0.2,Khammam,18.65,61.21,22.67,0,627.54,99.44,13.98,46.9,35.5,4.77,4.77,74.43,89.5,21.41,25.75,4.16,5,895
1994,Linseed,0,Khammam,17.99,62.68,22.73,5.27,1028.32,99.4,14.47,46.8,35.17,4.88,4.88,73.6,102.61,21.59,30.11,4.81,6.71,1143
1995,Linseed,0,Khammam,17.83,61.94,22.29,5.27,1023.05,99.38,15.14,44.18,32.61,4.7,4.7,73.6,109.96,21.59,32.26,4.81,7.19,1106
1996,Linseed,0,Khammam,18.08,59.74,22.13,0,933.4,99.34,14.59,46.61,34.21,4.69,4.69,67.25,90.4,27.32,36.72,5.44,7.31,1152
1997,Linseed,0,Khammam,18.07,61.56,21.6,0,880.66,99.49,14.53,46.44,36.52,4.71,4.71,69.97,120.87,24.08,41.6,5.95,10.27,898
1998,Linseed,0,Khammam,18.04,56.02,21.62,0,896.48,99.38,15.32,47.36,36.47,4.6,4.6,66.2,114.24,28.21,48.69,5.58,9.63,1237
1999,Linseed,0,Khammam,18.88,49.19,22.46,0,516.8,99.32,13.85,45.57,34.93,4.89,4.89,66.2,117.73,28.21,50.18,5.58,9.93,1122
2000,Linseed,0,Khammam,18.72,48.37,22.1,0,875.39,99.31,14.53,46.73,33.62,4.57,4.57,64.87,119.89,26.79,49.52,8.34,15.42,1284
2001,Linseed,0,Khammam,18.06,61.38,22.79,0,722.46,99.35,14.34,46.81,34.47,4.81,4.81,61.53,108.5,30.77,54.26,7.7,13.57,908
2002,Linseed,0,Khammam,19.06,57.16,22.85,0,659.18,99.41,14.16,48.05,36.28,4.95,4.95,66.36,108.74,26.08,42.75,7.56,12.39,825
2003,Linseed,0,Khammam,18.48,61.4,22.98,0,743.55,99.41,14.47,46.87,33.78,4.91,4.91,65.25,111.23,25.13,42.84,9.62,16.4,1181
2004,Linseed,0,Khammam,18.94,54.33,22.94,0,643.36,99.45,14.47,45.48,32.9,4.83,4.83,62.96,109.42,26.31,45.73,10.73,18.66,1050
2005,Linseed,0,Khammam,18.23,62.05,22.74,5.27,1075.78,99.4,14.95,46.38,35.26,4.75,4.75,66.46,145.85,25.67,56.32,7.87,17.28,1437
2006,Linseed,0,Khammam,18.6,57.92,22.75,5.27,1049.41,99.44,15.08,44.83,33.98,4.39,4.39,61.98,137.12,28.93,64,9.1,20.12,1202
2007,Linseed,0,Khammam,18.68,56.46,22.63,0,870.12,99.38,14.77,46.44,34.82,4.7,4.7,60.24,154.98,26.05,67.01,13.71,35.26,1144
2008,Linseed,0,Khammam,18.44,55.6,22.46,5.27,1017.77,99.37,14.59,45.63,33.48,4.44,4.44,54.39,148.5,27.76,75.79,17.86,48.76,1444
2009,Linseed,0,Khammam,18.98,54.62,22.49,0,711.91,99.37,14.53,46.42,33.7,4.52,4.52,58.05,163.59,26.1,73.56,15.85,44.66,700
2010,Linseed,0,Khammam,17.67,62.75,22.51,5.27,1070.51,99.35,15.44,45.98,35.67,4.66,4.66,60.13,188.98,25.84,81.2,14.03,44.08,1662.6
2011,Linseed,0,Khammam,19,52.95,22.46,0,511.52,99.36,14.22,45.26,34.95,4.77,4.77,61.79,165.14,30.35,81.12,7.86,21,868.4
2012,Linseed,0,Khammam,18.28,57.88,22.42,0,822.66,99.35,14.22,46.25,35.91,4.82,4.82,71.9,157.25,21.62,47.29,6.48,14.16,1521.1
2013,Linseed,0,Khammam,17.85,59.15,22.29,5.27,1149.61,99.38,14.89,47.51,36.08,4.95,4.95,71.57,167.95,22.15,51.99,6.28,14.74,1503.2
2014,Linseed,0,Khammam,18.11,59.03,22.08,0,595.9,99.47,14.04,45.1,32.23,4.65,4.65,69.68,189.07,21.68,58.83,8.64,23.45,819.6
2015,Linseed,0,Khammam,18.44,57.45,22.12,0,516.8,99.52,14.1,48.05,36.1,4.62,4.62,61.06,219.55,28.63,102.95,10.31,37.05,997.1
1990,Oil,0.93452,Khammam,18.13,68.1,22.89,0,896.48,99.38,14.89,45.9,32.36,5.21,5.21,66.94,82.8,27.34,33.82,5.72,7.07,1602
1991,Oil,0.93363,Khammam,17.89,64.61,22.65,0,885.94,99.39,14.65,47.51,35.64,5.1,5.1,68.94,83.12,25.46,30.7,5.59,6.74,1156
1992,Oil,1.04975,Khammam,18.65,55.73,22.3,0,785.74,99.44,13.92,46.01,35.23,4.8,4.8,69.91,94.24,25.79,34.76,4.3,5.8,1014
1993,Oil,0.78431,Khammam,18.65,61.21,22.67,0,627.54,99.44,13.98,46.9,35.5,4.77,4.77,74.43,89.5,21.41,25.75,4.16,5,895
1994,Oil,0.87234,Khammam,17.99,62.68,22.73,5.27,1028.32,99.4,14.47,46.8,35.17,4.88,4.88,73.6,102.61,21.59,30.11,4.81,6.71,1143
1995,Oil,0.78049,Khammam,17.83,61.94,22.29,5.27,1023.05,99.38,15.14,44.18,32.61,4.7,4.7,73.6,109.96,21.59,32.26,4.81,7.19,1106
1996,Oil,0.93333,Khammam,18.08,59.74,22.13,0,933.4,99.34,14.59,46.61,34.21,4.69,4.69,67.25,90.4,27.32,36.72,5.44,7.31,1152
1997,Oil,0.79244,Khammam,18.07,61.56,21.6,0,880.66,99.49,14.53,46.44,36.52,4.71,4.71,69.97,120.87,24.08,41.6,5.95,10.27,898
1998,Oil,0.70737,Khammam,18.04,56.02,21.62,0,896.48,99.38,15.32,47.36,36.47,4.6,4.6,66.2,114.24,28.21,48.69,5.58,9.63,1237
1999,Oil,0.70663,Khammam,18.88,49.19,22.46,0,516.8,99.32,13.85,45.57,34.93,4.89,4.89,66.2,117.73,28.21,50.18,5.58,9.93,1122
2000,Oil,0.69506,Khammam,18.72,48.37,22.1,0,875.39,99.31,14.53,46.73,33.62,4.57,4.57,64.87,119.89,26.79,49.52,8.34,15.42,1284
2001,Oil,0.75143,Khammam,18.06,61.38,22.79,0,722.46,99.35,14.34,46.81,34.47,4.81,4.81,61.53,108.5,30.77,54.26,7.7,13.57,908
2002,Oil,0.3886,Khammam,19.06,57.16,22.85,0,659.18,99.41,14.16,48.05,36.28,4.95,4.95,66.36,108.74,26.08,42.75,7.56,12.39,825
2003,Oil,0.49599,Khammam,18.48,61.4,22.98,0,743.55,99.41,14.47,46.87,33.78,4.91,4.91,65.25,111.23,25.13,42.84,9.62,16.4,1181
2004,Oil,0.63367,Khammam,18.94,54.33,22.94,0,643.36,99.45,14.47,45.48,32.9,4.83,4.83,62.96,109.42,26.31,45.73,10.73,18.66,1050
2005,Oil,0.67952,Khammam,18.23,62.05,22.74,5.27,1075.78,99.4,14.95,46.38,35.26,4.75,4.75,66.46,145.85,25.67,56.32,7.87,17.28,1437
2006,Oil,2.56109,Khammam,18.6,57.92,22.75,5.27,1049.41,99.44,15.08,44.83,33.98,4.39,4.39,61.98,137.12,28.93,64,9.1,20.12,1202
2007,Oil,2.503,Khammam,18.68,56.46,22.63,0,870.12,99.38,14.77,46.44,34.82,4.7,4.7,60.24,154.98,26.05,67.01,13.71,35.26,1144
2008,Oil,3.28192,Khammam,18.44,55.6,22.46,5.27,1017.77,99.37,14.59,45.63,33.48,4.44,4.44,54.39,148.5,27.76,75.79,17.86,48.76,1444
2009,Oil,5.07527,Khammam,18.98,54.62,22.49,0,711.91,99.37,14.53,46.42,33.7,4.52,4.52,58.05,163.59,26.1,73.56,15.85,44.66,700
2010,Oil,3.50977,Khammam,17.67,62.75,22.51,5.27,1070.51,99.35,15.44,45.98,35.67,4.66,4.66,60.13,188.98,25.84,81.2,14.03,44.08,1662.6
2011,Oil,4.74825,Khammam,19,52.95,22.46,0,511.52,99.36,14.22,45.26,34.95,4.77,4.77,61.79,165.14,30.35,81.12,7.86,21,868.4
2012,Oil,6.28783,Khammam,18.28,57.88,22.42,0,822.66,99.35,14.22,46.25,35.91,4.82,4.82,71.9,157.25,21.62,47.29,6.48,14.16,1521.1
2013,Oil,3.92135,Khammam,17.85,59.15,22.29,5.27,1149.61,99.38,14.89,47.51,36.08,4.95,4.95,71.57,167.95,22.15,51.99,6.28,14.74,1503.2
2014,Oil,10.46409,Khammam,18.11,59.03,22.08,0,595.9,99.47,14.04,45.1,32.23,4.65,4.65,69.68,189.07,21.68,58.83,8.64,23.45,819.6
2015,Oil,9.76828,Khammam,18.44,57.45,22.12,0,516.8,99.52,14.1,48.05,36.1,4.62,4.62,61.06,219.55,28.63,102.95,10.31,37.05,997.1
1990,Sugar Cane,7.46667,Khammam,18.13,68.1,22.89,0,896.48,99.38,14.89,45.9,32.36,5.21,5.21,66.94,82.8,27.34,33.82,5.72,7.07,1602
1991,Sugar Cane,7.6965,Khammam,17.89,64.61,22.65,0,885.94,99.39,14.65,47.51,35.64,5.1,5.1,68.94,83.12,25.46,30.7,5.59,6.74,1156
1992,Sugar Cane,7.01361,Khammam,18.65,55.73,22.3,0,785.74,99.44,13.92,46.01,35.23,4.8,4.8,69.91,94.24,25.79,34.76,4.3,5.8,1014
1993,Sugar Cane,5.33333,Khammam,18.65,61.21,22.67,0,627.54,99.44,13.98,46.9,35.5,4.77,4.77,74.43,89.5,21.41,25.75,4.16,5,895
1994,Sugar Cane,7,Khammam,17.99,62.68,22.73,5.27,1028.32,99.4,14.47,46.8,35.17,4.88,4.88,73.6,102.61,21.59,30.11,4.81,6.71,1143
1995,Sugar Cane,7.5,Khammam,17.83,61.94,22.29,5.27,1023.05,99.38,15.14,44.18,32.61,4.7,4.7,73.6,109.96,21.59,32.26,4.81,7.19,1106
1996,Sugar Cane,7.5,Khammam,18.08,59.74,22.13,0,933.4,99.34,14.59,46.61,34.21,4.69,4.69,67.25,90.4,27.32,36.72,5.44,7.31,1152
1997,Sugar Cane,8.5,Khammam,18.07,61.56,21.6,0,880.66,99.49,14.53,46.44,36.52,4.71,4.71,69.97,120.87,24.08,41.6,5.95,10.27,898
1998,Sugar Cane,11.33333,Khammam,18.04,56.02,21.62,0,896.48,99.38,15.32,47.36,36.47,4.6,4.6,66.2,114.24,28.21,48.69,5.58,9.63,1237
1999,Sugar Cane,6.29857,Khammam,18.88,49.19,22.46,0,516.8,99.32,13.85,45.57,34.93,4.89,4.89,66.2,117.73,28.21,50.18,5.58,9.93,1122
2000,Sugar Cane,5.20242,Khammam,18.72,48.37,22.1,0,875.39,99.31,14.53,46.73,33.62,4.57,4.57,64.87,119.89,26.79,49.52,8.34,15.42,1284
2001,Sugar Cane,5.16708,Khammam,18.06,61.38,22.79,0,722.46,99.35,14.34,46.81,34.47,4.81,4.81,61.53,108.5,30.77,54.26,7.7,13.57,908
2002,Sugar Cane,5,Khammam,19.06,57.16,22.85,0,659.18,99.41,14.16,48.05,36.28,4.95,4.95,66.36,108.74,26.08,42.75,7.56,12.39,825
2003,Sugar Cane,7.48943,Khammam,18.48,61.4,22.98,0,743.55,99.41,14.47,46.87,33.78,4.91,4.91,65.25,111.23,25.13,42.84,9.62,16.4,1181
2004,Sugar Cane,7.00829,Khammam,18.94,54.33,22.94,0,643.36,99.45,14.47,45.48,32.9,4.83,4.83,62.96,109.42,26.31,45.73,10.73,18.66,1050
2005,Sugar Cane,4.14611,Khammam,18.23,62.05,22.74,5.27,1075.78,99.4,14.95,46.38,35.26,4.75,4.75,66.46,145.85,25.67,56.32,7.87,17.28,1437
2006,Sugar Cane,6.8389,Khammam,18.6,57.92,22.75,5.27,1049.41,99.44,15.08,44.83,33.98,4.39,4.39,61.98,137.12,28.93,64,9.1,20.12,1202
2007,Sugar Cane,6.71611,Khammam,18.68,56.46,22.63,0,870.12,99.38,14.77,46.44,34.82,4.7,4.7,60.24,154.98,26.05,67.01,13.71,35.26,1144
2008,Sugar Cane,6.76279,Khammam,18.44,55.6,22.46,5.27,1017.77,99.37,14.59,45.63,33.48,4.44,4.44,54.39,148.5,27.76,75.79,17.86,48.76,1444
2009,Sugar Cane,3.79139,Khammam,18.98,54.62,22.49,0,711.91,99.37,14.53,46.42,33.7,4.52,4.52,58.05,163.59,26.1,73.56,15.85,44.66,700
2010,Sugar Cane,4.29333,Khammam,17.67,62.75,22.51,5.27,1070.51,99.35,15.44,45.98,35.67,4.66,4.66,60.13,188.98,25.84,81.2,14.03,44.08,1662.6
2011,Sugar Cane,4.67508,Khammam,19,52.95,22.46,0,511.52,99.36,14.22,45.26,34.95,4.77,4.77,61.79,165.14,30.35,81.12,7.86,21,868.4
2012,Sugar Cane,4.7688,Khammam,18.28,57.88,22.42,0,822.66,99.35,14.22,46.25,35.91,4.82,4.82,71.9,157.25,21.62,47.29,6.48,14.16,1521.1
2013,Sugar Cane,9.53307,Khammam,17.85,59.15,22.29,5.27,1149.61,99.38,14.89,47.51,36.08,4.95,4.95,71.57,167.95,22.15,51.99,6.28,14.74,1503.2
2014,Sugar Cane,8.3172,Khammam,18.11,59.03,22.08,0,595.9,99.47,14.04,45.1,32.23,4.65,4.65,69.68,189.07,21.68,58.83,8.64,23.45,819.6
2015,Sugar Cane,8.19895,Khammam,18.44,57.45,22.12,0,516.8,99.52,14.1,48.05,36.1,4.62,4.62,61.06,219.55,28.63,102.95,10.31,37.05,997.1
1990,Rice,1.96774,Mahabubnagar,18.97,70.89,23.3,0,659.18,95.93,12.76,43.92,31.14,6.11,6.11,55.99,36.47,35.35,23.03,8.66,5.64,668.7
1991,Rice,2.37516,Mahabubnagar,19.32,72.02,23.28,0,638.09,95.93,12.39,45.08,32.72,5.73,5.73,55.73,42.75,36.35,27.89,7.92,6.07,814
1992,Rice,1.76833,Mahabubnagar,19.41,63.18,22.98,0,585.35,95.97,11.9,44.28,33.18,5.45,5.45,59.22,44.87,35.34,26.78,5.44,4.12,577
1993,Rice,1.68,Mahabubnagar,19.06,71.52,23.15,0,675,95.97,12.27,43.94,32.91,5.66,5.66,61.66,49.02,31.64,25.16,6.69,5.32,626
1994,Rice,1.75362,Mahabubnagar,18.71,67.89,23.01,0,675,95.94,12.63,44.33,32.41,5.95,5.95,61.82,46.29,29.37,21.99,8.81,6.59,516
1995,Rice,1.91,Mahabubnagar,19.25,63.2,22.84,0,933.4,95.92,13.24,42.51,30.75,5.51,5.51,61.82,41.64,29.37,19.78,8.81,5.93,767
1996,Rice,2.19835,Mahabubnagar,18.64,65.78,22.86,0,901.76,95.89,12.88,44.21,33.11,5.47,5.47,60.38,54.89,31.72,28.84,7.91,7.19,722
1997,Rice,1.94565,Mahabubnagar,18.76,65.12,22.26,0,696.09,96.03,12.88,43.69,34.05,5.51,5.51,59.25,64.74,31.59,34.51,9.16,10.01,522
1998,Rice,1.98639,Mahabubnagar,18.83,58.85,21.93,0,875.39,95.92,13.55,44.63,33.71,5.19,5.19,58.58,60.4,34.3,35.36,7.13,7.35,826
1999,Rice,1.69655,Mahabubnagar,19.71,47.91,22.39,0,442.97,95.88,12.08,44.19,33.36,5.87,5.87,58.58,60.74,34.3,35.56,7.13,7.39,457
2000,Rice,2.59179,Mahabubnagar,19,47.28,21.82,0,791.02,95.86,12.63,44.68,32.78,5.44,5.44,59.1,51.67,33.09,28.93,7.82,6.84,700
2001,Rice,2.38949,Mahabubnagar,19.44,56.98,23.45,0,659.18,95.91,12.51,44.56,31.85,5.65,5.65,59.01,42.58,33.45,24.14,7.53,5.44,656
2002,Rice,2.01818,Mahabubnagar,20,52.55,23.36,0,643.36,95.96,12.7,44.27,33.34,5.64,5.64,61.91,49.2,31.53,25.05,6.57,5.22,543
2003,Rice,2.31769,Mahabubnagar,19.88,56.26,23.37,0,616.99,95.96,12.57,44.59,31.83,5.76,5.76,59.51,53.77,32.88,29.72,7.61,6.87,600
2004,Rice,2.26465,Mahabubnagar,20.16,49.89,23.59,0,585.35,95.99,12.82,43.5,31.44,5.76,5.76,54.28,45.02,37.37,31,8.34,6.92,421
2005,Rice,2.50129,Mahabubnagar,19.47,57.21,23.33,5.27,1028.32,95.95,13.49,43.43,33.52,5.4,5.4,56.25,68.04,34.59,41.84,9.16,11.09,887
2006,Rice,2.44418,Mahabubnagar,19.65,51.98,23.35,0,827.93,95.98,13.37,43.15,32.17,5.66,5.66,54.17,56.28,38.13,39.62,7.7,8,559
2007,Rice,2.87493,Mahabubnagar,19.81,52.16,23.2,5.27,1007.23,95.93,13.06,44.02,33.82,5.6,5.6,55.69,66.13,30.46,36.17,13.85,16.45,780
2008,Rice,2.91032,Mahabubnagar,19.78,48.94,23.08,0,806.84,95.92,13,42.56,29.79,5.46,5.46,49.57,69.2,34.72,48.46,15.71,21.94,573
2009,Rice,2.44788,Mahabubnagar,19.77,51.29,22.96,0,685.55,95.93,12.82,44.4,31.91,5.53,5.53,54.67,78.58,33.05,47.51,12.28,17.65,723
2010,Rice,2.77463,Mahabubnagar,19.02,57.52,22.97,0,849.02,95.9,13.67,43.42,33.68,5.41,5.41,53.8,92.99,33.84,58.49,12.35,21.35,755.1
2011,Rice,2.30464,Mahabubnagar,19.89,48.63,23.02,0,400.78,95.9,12.39,42.69,31.7,5.93,5.93,54.95,87.03,37.58,59.52,7.46,11.82,494.4
2012,Rice,2.67901,Mahabubnagar,19.74,53.47,23.17,0,595.9,95.9,12.21,44.33,33.77,5.72,5.72,64.29,80.2,29.49,36.78,6.22,7.76,632.7
2013,Rice,2.83876,Mahabubnagar,19.17,53.2,22.93,0,738.28,95.92,13.18,44.17,32.45,5.93,5.93,63.54,100.82,29.87,47.39,6.6,10.47,910.8
2014,Rice,2.60061,Mahabubnagar,19.37,52.04,22.62,0,653.91,96.02,12.82,42.78,30.08,5.54,5.54,67.09,96.44,26.79,38.51,6.12,8.8,601.1
2015,Rice,2.23328,Mahabubnagar,19.94,51.2,22.96,0,469.34,96.05,12.57,44.09,33.16,5.48,5.48,63.2,113.17,29.5,52.83,7.3,13.06,471.9
1990,Wheat,0.92105,Mahabubnagar,18.97,70.89,23.3,0,659.18,95.93,12.76,43.92,31.14,6.11,6.11,55.99,36.47,35.35,23.03,8.66,5.64,668.7
1991,Wheat,0.82143,Mahabubnagar,19.32,72.02,23.28,0,638.09,95.93,12.39,45.08,32.72,5.73,5.73,55.73,42.75,36.35,27.89,7.92,6.07,814
1992,Wheat,0.78571,Mahabubnagar,19.41,63.18,22.98,0,585.35,95.97,11.9,44.28,33.18,5.45,5.45,59.22,44.87,35.34,26.78,5.44,4.12,577
1993,Wheat,0,Mahabubnagar,19.06,71.52,23.15,0,675,95.97,12.27,43.94,32.91,5.66,5.66,61.66,49.02,31.64,25.16,6.69,5.32,626
1994,Wheat,0,Mahabubnagar,18.71,67.89,23.01,0,675,95.94,12.63,44.33,32.41,5.95,5.95,61.82,46.29,29.37,21.99,8.81,6.59,516
1995,Wheat,0,Mahabubnagar,19.25,63.2,22.84,0,933.4,95.92,13.24,42.51,30.75,5.51,5.51,61.82,41.64,29.37,19.78,8.81,5.93,767
1996,Wheat,0,Mahabubnagar,18.64,65.78,22.86,0,901.76,95.89,12.88,44.21,33.11,5.47,5.47,60.38,54.89,31.72,28.84,7.91,7.19,722
1997,Wheat,0,Mahabubnagar,18.76,65.12,22.26,0,696.09,96.03,12.88,43.69,34.05,5.51,5.51,59.25,64.74,31.59,34.51,9.16,10.01,522
1998,Wheat,0,Mahabubnagar,18.83,58.85,21.93,0,875.39,95.92,13.55,44.63,33.71,5.19,5.19,58.58,60.4,34.3,35.36,7.13,7.35,826
1999,Wheat,0.64286,Mahabubnagar,19.71,47.91,22.39,0,442.97,95.88,12.08,44.19,33.36,5.87,5.87,58.58,60.74,34.3,35.56,7.13,7.39,457
2000,Wheat,0.5625,Mahabubnagar,19,47.28,21.82,0,791.02,95.86,12.63,44.68,32.78,5.44,5.44,59.1,51.67,33.09,28.93,7.82,6.84,700
2001,Wheat,0.68182,Mahabubnagar,19.44,56.98,23.45,0,659.18,95.91,12.51,44.56,31.85,5.65,5.65,59.01,42.58,33.45,24.14,7.53,5.44,656
2002,Wheat,0,Mahabubnagar,20,52.55,23.36,0,643.36,95.96,12.7,44.27,33.34,5.64,5.64,61.91,49.2,31.53,25.05,6.57,5.22,543
2003,Wheat,0.6087,Mahabubnagar,19.88,56.26,23.37,0,616.99,95.96,12.57,44.59,31.83,5.76,5.76,59.51,53.77,32.88,29.72,7.61,6.87,600
2004,Wheat,0.53333,Mahabubnagar,20.16,49.89,23.59,0,585.35,95.99,12.82,43.5,31.44,5.76,5.76,54.28,45.02,37.37,31,8.34,6.92,421
2005,Wheat,0.82353,Mahabubnagar,19.47,57.21,23.33,5.27,1028.32,95.95,13.49,43.43,33.52,5.4,5.4,56.25,68.04,34.59,41.84,9.16,11.09,887
2006,Wheat,1,Mahabubnagar,19.65,51.98,23.35,0,827.93,95.98,13.37,43.15,32.17,5.66,5.66,54.17,56.28,38.13,39.62,7.7,8,559
2007,Wheat,1,Mahabubnagar,19.81,52.16,23.2,5.27,1007.23,95.93,13.06,44.02,33.82,5.6,5.6,55.69,66.13,30.46,36.17,13.85,16.45,780
2008,Wheat,1.25,Mahabubnagar,19.78,48.94,23.08,0,806.84,95.92,13,42.56,29.79,5.46,5.46,49.57,69.2,34.72,48.46,15.71,21.94,573
2009,Wheat,1,Mahabubnagar,19.77,51.29,22.96,0,685.55,95.93,12.82,44.4,31.91,5.53,5.53,54.67,78.58,33.05,47.51,12.28,17.65,723
2010,Wheat,1.33333,Mahabubnagar,19.02,57.52,22.97,0,849.02,95.9,13.67,43.42,33.68,5.41,5.41,53.8,92.99,33.84,58.49,12.35,21.35,755.1
2011,Wheat,1,Mahabubnagar,19.89,48.63,23.02,0,400.78,95.9,12.39,42.69,31.7,5.93,5.93,54.95,87.03,37.58,59.52,7.46,11.82,494.4
2012,Wheat,1,Mahabubnagar,19.74,53.47,23.17,0,595.9,95.9,12.21,44.33,33.77,5.72,5.72,64.29,80.2,29.49,36.78,6.22,7.76,632.7
2013,Wheat,1,Mahabubnagar,19.17,53.2,22.93,0,738.28,95.92,13.18,44.17,32.45,5.93,5.93,63.54,100.82,29.87,47.39,6.6,10.47,910.8
2014,Wheat,0,Mahabubnagar,19.37,52.04,22.62,0,653.91,96.02,12.82,42.78,30.08,5.54,5.54,67.09,96.44,26.79,38.51,6.12,8.8,601.1
2015,Wheat,0,Mahabubnagar,19.94,51.2,22.96,0,469.34,96.05,12.57,44.09,33.16,5.48,5.48,63.2,113.17,29.5,52.83,7.3,13.06,471.9
1990,SORGHUM,0.71663,Mahabubnagar,18.97,70.89,23.3,0,659.18,95.93,12.76,43.92,31.14,6.11,6.11,55.99,36.47,35.35,23.03,8.66,5.64,668.7
1991,SORGHUM,0.37868,Mahabubnagar,19.32,72.02,23.28,0,638.09,95.93,12.39,45.08,32.72,5.73,5.73,55.73,42.75,36.35,27.89,7.92,6.07,814
1992,SORGHUM,0.71691,Mahabubnagar,19.41,63.18,22.98,0,585.35,95.97,11.9,44.28,33.18,5.45,5.45,59.22,44.87,35.34,26.78,5.44,4.12,577
1993,SORGHUM,0.64039,Mahabubnagar,19.06,71.52,23.15,0,675,95.97,12.27,43.94,32.91,5.66,5.66,61.66,49.02,31.64,25.16,6.69,5.32,626
1994,SORGHUM,0.64246,Mahabubnagar,18.71,67.89,23.01,0,675,95.94,12.63,44.33,32.41,5.95,5.95,61.82,46.29,29.37,21.99,8.81,6.59,516
1995,SORGHUM,0.72222,Mahabubnagar,19.25,63.2,22.84,0,933.4,95.92,13.24,42.51,30.75,5.51,5.51,61.82,41.64,29.37,19.78,8.81,5.93,767
1996,SORGHUM,0.62304,Mahabubnagar,18.64,65.78,22.86,0,901.76,95.89,12.88,44.21,33.11,5.47,5.47,60.38,54.89,31.72,28.84,7.91,7.19,722
1997,SORGHUM,0.5,Mahabubnagar,18.76,65.12,22.26,0,696.09,96.03,12.88,43.69,34.05,5.51,5.51,59.25,64.74,31.59,34.51,9.16,10.01,522
1998,SORGHUM,0.5896,Mahabubnagar,18.83,58.85,21.93,0,875.39,95.92,13.55,44.63,33.71,5.19,5.19,58.58,60.4,34.3,35.36,7.13,7.35,826
1999,SORGHUM,0.55233,Mahabubnagar,19.71,47.91,22.39,0,442.97,95.88,12.08,44.19,33.36,5.87,5.87,58.58,60.74,34.3,35.56,7.13,7.39,457
2000,SORGHUM,0.74297,Mahabubnagar,19,47.28,21.82,0,791.02,95.86,12.63,44.68,32.78,5.44,5.44,59.1,51.67,33.09,28.93,7.82,6.84,700
2001,SORGHUM,0.68568,Mahabubnagar,19.44,56.98,23.45,0,659.18,95.91,12.51,44.56,31.85,5.65,5.65,59.01,42.58,33.45,24.14,7.53,5.44,656
